MOS,162.057,64.6981,7316.43
AK75,161.926,65.9078,7312.71
SMK,162.11,63.49,7311.88
4A2,162.273,60.8667,7308.4
MDM,162.026,61.8642,7289.02
EEK,162.044,60.2136,7277.86
WNA,161.979,60.6903,7274.35
EHM,162.063,58.6464,7268.08
KVC,162.266,55.1164,7265.99
BET,161.838,60.7797,7259.48
AQH,161.845,59.755,7252.3
PKA,161.778,60.7028,7252.24
PTU,161.82,59.0114,7243.83
P16,162.067,5.8833,7239.9
GSZ,161.281,65.4022,7236.7
6AK1,161.714,58.9117,7231.35
BVK,161.149,65.9817,7227.27
9AK2,161.44,61.8989,7224.29
2C7,161.224,64.3711,7221.23
D76,161.022,66.8175,7220.85
KKA,161.154,64.9394,7218.5
GNU,161.577,59.1175,7217.76
KWT,161.444,60.7903,7215.82
Z13,161.423,60.9047,7214.38
AK02,161.062,65.54,7213.69
RSH,161.319,61.775,7209.95
AKI,161.231,60.9028,7193.09
UNK,160.799,63.8883,7169.95
TLT,160.969,61.0969,7165.68
IAN,160.437,66.9758,7157.47
OUL,161.16,56.0075,7149.22
AWI,159.995,70.6381,7143.94
AK03,159.86,70.6133,7128.82
8AK3,160.153,66.7661,7124.08
AK33,160.899,55.8014,7118.86
WLK,159.986,66.6,7104.05
KLG,160.341,61.5364,7099.59
ANV,160.191,62.6467,7092
TOG,160.397,59.0536,7086.34
1AK3,160.561,56.0061,7082.69
KGX,160.065,62.8944,7080.16
SDP,160.521,55.3136,7073.67
A63,160.275,59.0744,7072.98
ZNC,159.994,60.9806,7056.56
Z52,160.266,56.0367,7050.2
HCA,159.775,62.1883,7042.13
SHX,159.569,62.6922,7023.51
ANI,159.543,61.5817,7011.45
9A3,159.216,61.5792,6975.13
KAL,158.741,64.3189,6945.7
PEV,159.161,55.9067,6926.67
4AK8,158.739,61.5364,6921.94
MBA,158.902,58.9319,6919.62
BKH,159.785,22.0228,6916.04
PAK,159.603,21.8969,6896.1
5A8,158.618,59.2825,6890.77
4AK7,158.597,59.2808,6888.47
A79,158.775,56.255,6886.29
Z25,158.558,59.2631,6883.97
KKU,158.559,58.8111,6880.67
HI33,159.44,21.9424,6877.9
HI01,159.446,22.2092,6877.89
CLP,158.529,58.8336,6877.57
DLG,158.506,59.0447,6876.52
HI46,159.427,21.9658,6876.39
PTH,158.633,56.9592,6875.44
NUL,158.074,64.7294,6875.4
AFM,157.857,67.1064,6873.05
HI03,159.39,22.0413,6872.05
LIH,159.339,21.976,6866.55
KCL,158.534,56.3111,6859.92
ATK,157.436,70.4672,6859.03
CJX,158.135,61.8678,6857.7
FLT,157.989,62.4528,6846.39
AJC,158.373,56.3114,6842.07
KYU,157.731,64.8758,6838.63
AK21,157.777,59.1325,6796.41
SHG,157.162,66.8881,6794.05
BRW,156.766,71.2856,6793.24
A14,157.714,58.9064,6787.72
UGB,157.74,57.4253,6779.67
RDV,157.35,61.7881,6770.07
AK64,157.392,60.8678,6767.22
DCK,156.905,66.9433,6766.02
OBU,156.897,66.9122,6764.9
KEK,157.471,59.3569,6764.18
PNP,157.572,57.5803,6762.14
99AK,157.152,62.5992,6754.8
KNW,157.373,59.4517,6754.04
GAL,156.938,64.7361,6749.53
SLQ,157.166,61.7006,6748.91
EII,157.376,58.1856,6744.79
JZZ,157.259,59.7267,6743.55
9A8,157.396,57.5233,6742.23
HDH,158.197,21.5795,6740.54
1KC,156.843,64.4244,6736.34
JRF,158.07,21.3074,6727.09
HHI,158.04,21.4847,6723.26
NPS,157.96,21.3649,6714.66
76Z,157.047,58.9275,6713.91
AK60,157.097,57.885,6711.67
HNL,157.923,21.3187,6710.63
5NK,157.02,58.7328,6709.42
5KO,157.011,58.87,6709.42
4AK9,157.007,58.7342,6708.02
WSN,157.002,58.7022,6707.25
9Z7,156.932,58.9625,6701.42
9Z8,156.859,59.1281,6694.52
HLA,156.351,65.6978,6693.26
NGF,157.768,21.4504,6693.15
Z17,156.53,63.1461,6690.54
SRV,156.589,61.7897,6685.66
A77,156.367,63.0019,6671.27
AKN,156.649,58.6764,6667.82
Z48,156.144,63.5717,6651.45
TCT,156.068,62.9928,6638.07
HI49,157.259,21.1479,6637.26
KCR,155.989,63.5678,6634.24
TLJ,155.977,62.8944,6627.09
2AK6,155.669,66.2161,6622.48
MKK,157.096,21.1529,6619.18
LUP,156.974,21.211,6605.42
LNY,156.951,20.7856,6604.03
IGG,155.902,59.3242,6589.91
RBY,155.47,64.7272,6586.9
MCG,155.606,62.9528,6586.47
JHM,156.673,20.9629,6572.64
SVW,155.574,61.0975,6567.58
2AK,155.441,61.3592,6554.9
OGG,156.431,20.8986,6545.84
37AK,155.259,59.3611,6518.92
KOA,156.046,19.7388,6506.21
LKK,155.121,58.9819,6500.78
HNM,156.014,20.7956,6499.85
AK40,154.76,63.2292,6495.17
HI13,155.85,19.7886,6484.33
ILI,154.918,59.7556,6484.16
UPP,155.86,20.2652,6484.1
5NN,154.839,59.9803,6477.21
9K2,154.803,59.4333,6468.88
HUS,154.265,66.0392,6465.31
MUE,155.668,20.0013,6463.5
HI25,155.578,19.1228,6456.08
BSF,155.554,19.76,6451.5
FSP,154.358,63.0186,6448.83
HI29,155.509,19.2275,6448.13
HI05,155.502,20.0836,6444.83
HI28,155.469,19.2161,6443.63
HI27,155.388,20.0283,6432.31
AK51,154.325,60.1986,6421.89
TPO,154.319,60.2044,6421.3
KYK,154.454,57.5661,6416.22
UTO,153.704,65.9928,6402.82
HI23,155.108,19.5475,6402.59
AK71,153.242,70.9108,6399.59
4K0,154.124,59.7897,6396.42
ITO,155.048,19.7202,6395.42
FWL,153.894,62.5067,6392.99
AKK,154.183,56.9386,6381.59
4AK1,153.077,70.0039,6372.16
2A3,153.977,57.535,6363.07
TNW,153.611,62.5317,6361.91
8KA,153.362,62.2933,6332.29
2K5,153.269,63.3939,6331.38
6A8,152.622,66.5519,6288.23
6R7,153.27,57.2181,6282.36
AK18,153.081,59.8286,6281.09
UMT,152.135,69.3711,6261.57
6AK,152.718,62.0842,6259.13
ORI,152.846,57.8853,6240.27
1AK1,152.016,67.3728,6228.91
MHM,152.302,63.8861,6228.57
TAL,152.109,65.1744,6218.76
01A,152.27,62.9436,6216.85
AKP,151.743,68.1336,6206.05
4K5,152.501,57.9228,6202.23
ADQ,152.494,57.75,6200.21
KDK,152.374,57.8058,6187.32
3AK5,152.162,60.5889,6185.29
7AK0,151.81,64.6475,6180.85
BTT,151.529,66.9139,6170.66
KEB,151.925,59.3522,6149.29
5AK0,151.799,60.8156,6146.89
AK00,151.863,59.7967,6145.89
AQT,151.006,70.21,6145.09
AK07,151.877,59.2411,6143.1
AK15,150.945,70.3442,6139.72
PGM,151.832,59.3483,6138.89
AK20,150.887,70.4206,6134.08
00AK,151.696,59.8561,6127.86
SOV,151.704,59.4425,6125.49
NIN,151.589,60.0203,6117.3
AK80,151.178,65.1017,6114.92
1AK6,151.408,61.8528,6112.15
5Z7,151.573,59.4689,6111.18
9AK3,151.449,61.0139,6109.72
1AK8,151.387,61.6769,6108.29
4Z9,151.523,59.4522,6105.42
2AK4,151.512,59.47,6104.45
HOM,151.477,59.6456,6101.86
3AK4,151.34,60.6325,6094.56
75AK,151.328,60.5931,6092.92
AK73,151.302,60.7253,6091.12
8AK2,151.294,60.7025,6090.05
SKW,151.191,61.9653,6089.06
6AK3,151.278,60.7294,6088.48
30AK,151.26,60.5028,6084.65
5KS,151.263,60.3533,6083.76
ENA,151.245,60.5733,6083.52
52AK,151.246,60.5058,6083.17
5Z5,150.994,63.5417,6080.69
22AK,150.403,70.4283,6080.65
TYE,151.138,61.0767,6075.8
AK17,151.223,59.7636,6074.7
7AK3,151.166,60.4764,6074.03
PPC,150.644,66.8142,6071.71
3AK9,151.036,61.9419,6071.66
98AK,151.182,59.7758,6070.19
33AK,150.945,62.5172,6066.46
BLG,151.044,61.1722,6066.14
SXQ,151.038,60.475,6059.86
MLY,150.644,64.9975,6054.94
46AK,151.03,59.7383,6053.08
70AK,150.96,60.5178,6051.49
53AK,150.939,60.5344,6049.36
7AK5,150.936,60.5036,6048.71
7AK6,150.929,60.4778,6047.73
0AK7,150.959,59.7761,6045.46
88AK,150.868,60.5403,6041.52
40AK,150.843,60.5553,6038.81
AK84,150.831,60.5294,6037.3
PCK,150.286,67.2378,6036.18
AK55,150.802,60.4892,6033.76
0AK2,150.679,61.7256,6030.25
1AK4,150.752,60.5242,6028.55
CXF,150.204,67.2522,6027.23
AK72,150.601,61.7047,6021.49
WSM,150.123,67.4044,6019.71
AK01,150.625,60.5289,6014.49
78AK,150.526,61.7331,6013.42
0AK3,150.494,62.0358,6012.39
AK05,150.599,60.5411,6011.73
2Z2,150.221,65.1758,6009.67
Z90,150.329,63.7486,6008.92
RMP,150.141,65.5078,6003.87
3AK7,150.339,61.7656,5992.95
UBW,149.597,70.3308,5990.62
81AK,150.236,62.5678,5988.34
3AK3,150.221,62.5639,5986.59
8AK6,150.262,61.3719,5981.18
3AK1,150.196,61.7189,5976.71
FVM,149.84,65.9269,5974.46
AK44,150.116,62.3189,5972.93
TKA,150.094,62.3206,5970.45
6AK5,150.161,61.1683,5968.25
AK90,150.116,61.7447,5968.04
AK08,150.106,61.79,5967.37
02AK,150.098,61.8769,5967.18
AK10,150.109,61.7172,5967.12
51AK,150.066,62.2422,5966.71
AK39,150.18,60.6972,5966.55
AK36,150.122,61.4361,5966.2
5CD,149.58,68.0656,5966.03
AK19,150.064,62.1739,5965.95
AK69,150.098,61.7294,5965.94
21AK,150.069,62.0717,5965.61
50AK,150.116,61.3806,5965.07
44AK,150.102,61.5333,5964.83
AK67,150.073,61.7386,5963.25
25AK,150.063,61.7122,5961.97
AK14,150.083,61.3533,5961.12
AK68,150.054,61.7203,5961.06
UUO,150.052,61.7542,5961.04
20K,149.762,65.3539,5960.55
GBH,149.49,68.4797,5960.16
36AK,150.067,61.3433,5959.29
0AK9,150.059,61.3325,5958.37
64AK,150.026,61.44,5955.59
49AK,149.977,62.0244,5955.06
AA00,149.927,62.5103,5953.58
ANC,149.996,61.1744,5950.11
6AK2,149.982,61.2514,5949.17
2AK0,149.975,61.2558,5948.37
63AK,149.938,61.5844,5947.04
Z41,149.965,61.1869,5946.76
AK86,149.911,61.5736,5943.99
13AK,149.9,61.6547,5943.41
20AK,149.896,61.5039,5941.72
AA30,149.871,61.6481,5940.12
AK29,149.852,61.6125,5937.76
09AK,149.847,61.5894,5937.01
AK89,149.837,61.6569,5936.43
Z40,149.846,61.3944,5935.22
AK12,149.864,61.1067,5934.9
9AK7,149.817,61.5897,5933.64
MRI,149.844,61.2136,5933.59
BGQ,149.814,61.5361,5932.88
2AK7,149.752,62.3075,5932.53
AA06,149.806,61.2897,5929.97
9AK5,149.819,61.1164,5929.96
EDF,149.806,61.2514,5929.69
AK95,149.779,61.5703,5929.32
AA33,149.77,61.6042,5928.58
AK85,149.764,61.4822,5926.89
CSR,149.781,61.1586,5926.07
79AK,149.744,61.4819,5924.67
08AK,149.724,61.5697,5923.24
AK16,149.715,61.5233,5921.82
24AK,149.707,61.6158,5921.69
89AK,149.706,61.5594,5921.08
55AK,149.699,61.4958,5919.86
6AK9,149.683,61.6333,5919.13
8AK8,149.683,61.63,5919.11
9AK8,149.682,61.6247,5919.03
10AK,149.678,61.5919,5918.27
6AK8,149.669,61.6181,5917.53
67AK,149.67,61.5347,5916.93
38AK,149.668,61.5625,5916.91
9AK6,149.648,61.6242,5915.27
51Z,149.37,65.1436,5915.22
JLA,149.719,60.4828,5913.72
6AK7,149.635,61.5747,5913.38
41AK,149.64,61.5008,5913.29
FRN,149.655,61.2625,5912.98
AK27,149.624,61.6425,5912.77
7AK8,149.615,61.6211,5911.55
AK25,149.615,61.6175,5911.49
AK83,149.609,61.6272,5910.98
56AK,149.606,61.575,5910.22
77AK,149.596,61.5028,5908.42
43AK,149.579,61.6008,5907.42
06AK,149.575,61.6275,5907.21
5HO,149.624,60.9042,5906.62
AK79,149.566,61.5936,5905.94
AK47,149.563,61.5856,5905.53
AK58,149.549,61.54,5903.56
IYS,149.539,61.5719,5902.77
47AK,149.532,61.2925,5899.69
7AK4,149.504,61.6725,5899.68
BCV,149.508,61.4161,5898.03
71AK,149.496,61.5278,5897.64
42AK,149.485,61.5689,5896.72
5AK5,149.462,61.6572,5894.87
5AK8,149.433,61.6314,5891.42
AK24,149.439,61.4181,5890.39
AK11,148.682,70.4017,5890.15
4AK2,149.424,61.5581,5889.89
SVS,149.054,66.0169,5888.35
3AK8,149.392,61.6625,5887.19
CLF,149.186,64.2569,5886.84
65AK,149.369,61.5606,5883.76
AK65,149.351,61.5981,5882.07
16AK,149.347,61.5992,5881.67
59AK,149.341,61.6317,5881.25
58AK,149.34,61.5525,5880.49
Z84,149.12,64.3011,5879.92
AK54,149.326,61.5933,5879.32
0AK1,149.322,61.6169,5879.03
23AK,149.311,61.5942,5877.63
SWD,149.419,60.1269,5877.62
ENN,149.074,64.5472,5877.03
3AK6,149.302,61.5931,5876.67
87AK,149.288,61.6517,5875.62
4AK6,149.289,61.6408,5875.6
34AK,149.289,61.625,5875.43
3AK2,149.287,61.6275,5875.24
9Z9,149.37,60.4111,5874.52
AK93,149.274,61.6553,5874.02
5AK6,149.268,61.5569,5872.61
UMM,149.127,63.3314,5872.14
97AK,149.254,61.6639,5871.88
14AK,149.248,61.6025,5870.76
39AK,149.236,61.5861,5869.29
05AK,149.188,61.6686,5864.6
82AK,149.191,61.6167,5864.59
SCC,148.465,70.1947,5864.06
5AK9,149.19,61.5486,5863.9
HRR,148.969,63.8675,5859.33
AK63,149.143,61.5886,5858.94
AK50,149.144,61.5544,5858.87
83AK,148.83,65.2564,5856.52
TTW,148.956,63.3911,5853.66
PAQ,149.089,61.595,5853.03
AQY,149.126,60.9661,5851.94
INR,148.911,63.7325,5851.68
AA05,149.078,61.5078,5851.16
2Z3,148.863,64.0419,5849.17
7AK9,149.049,61.6469,5849.03
AK46,149.043,61.6289,5848.29
AK88,149.04,61.6047,5847.76
AK92,149.029,61.6381,5846.77
AK1,149.018,61.5303,5844.64
AK53,148.997,61.5822,5842.76
AK61,148.907,62.6997,5842.33
15AK,148.85,63.3706,5841.82
A13,148.999,61.3414,5840.98
4AK,148.669,65.4725,5840.67
WCR,148.483,67.5044,5839.3
AK06,148.798,63.645,5838.45
JVM,148.928,61.7314,5836.36
AK66,148.804,61.4631,5820.42
9AK,148.522,64.0256,5811.28
IEM,148.722,60.7772,5805.63
48AK,148.493,61.7931,5788.66
AK59,148.352,61.7911,5773.05
32AK,147.914,64.9092,5751.92
AK28,147.919,64.8139,5751.57
AK7,147.928,64.1989,5747
FAI,147.859,64.8156,5744.94
MTF,147.762,64.8067,5734.23
0AK6,147.944,61.8033,5728.02
C05,147.992,60.0772,5719.11
28AK,147.859,61.8089,5718.68
FBK,147.614,64.8375,5718.12
AK52,147.536,64.8889,5709.87
WBQ,147.407,66.3622,5709.29
2AK2,147.564,64.4533,5709.01
AK22,147.522,64.8217,5707.71
AK78,147.031,70.1375,5704.89
31AK,147.425,64.8328,5697.08
0Z2,147.532,63.1081,5693.56
95Z,147.388,64.7592,5692.33
5AK2,147.348,64.7306,5687.64
5AK3,147.334,64.7731,5686.49
2AK1,147.364,64.3636,5686.1
AA76,147.329,64.7694,5685.96
8AK7,146.836,70.1728,5683.75
SMU,147.507,61.8119,5679.66
EIL,147.101,64.6656,5659.78
Z86,147.179,63.0267,5653.73
0AK0,146.862,64.3925,5630.83
AK41,146.844,64.5439,5630.21
AA50,146.35,70.1811,5630.15
VEE,146.366,67.0086,5600.38
7KA,146.691,60.8725,5581.48
Z55,146.579,62.2936,5581.05
2AK5,146.584,60.4817,5566.44
Z14,146.461,62.0647,5565.94
AK13,146.048,65.0519,5546.69
VDZ,146.248,61.1339,5534.6
Z91,145.824,66.2739,5533.4
MDO,146.307,59.45,5527.47
ARC,145.579,68.1147,5524.14
1AK2,146.013,62.4008,5519.3
AK97,146.146,60.4231,5517.4
9AK4,145.83,64.1372,5514.34
5BK,145.861,63.5353,5512.33
AK30,146.097,60.3911,5511.79
AA22,145.804,64.1328,5511.43
D66,145.717,64.0506,5501.04
BIG,145.72,63.995,5500.85
AK09,145.502,64.0497,5477.24
11AK,145.502,63.9997,5476.79
K55,145.688,61.1772,5472.95
45AK,145.47,63.9619,5472.89
FYU,145.251,66.5714,5472.79
CKU,145.727,60.5439,5471.97
29AK,145.419,64.0497,5468.02
PXK,145.501,63.0244,5467.96
AK77,145.422,63.9414,5467.41
GKN,145.454,62.155,5455.31
8AK1,145.363,62.2803,5446.25
CDV,145.477,60.4917,5443.94
Z93,145.294,61.9411,5435.75
76AK,144.921,64.4675,5416.69
CEM,144.781,65.5739,5411.41
CHP,144.611,65.4856,5391.78
GSN,145.729,15.119,5376.4
CZO,144.669,62.5633,5371.88
TT01,145.769,18.1244,5369.17
TNI,145.619,14.9992,5364.69
4AK5,144.48,62.99,5354.7
CXC,144.427,61.5828,5336.72
CRC,144.076,65.8278,5335.86
GRO,145.241,14.1744,5326.32
BTI,143.582,70.1339,5323.81
CIK,143.74,66.645,5306.47
UAM,144.93,13.5839,5294.5
DDT,143.921,62.7247,5290.47
GUM,144.797,13.4839,5280.23
TSG,143.336,63.3744,5231.47
L20,143.136,65.3114,5227.01
4AK3,143.326,61.3778,5213.06
9AK0,143.236,62.5122,5212.81
8AK9,143.023,63.3,5196.25
6K8,142.954,63.3294,5188.8
IBN,142.996,62.4019,5185.29
AK31,143.001,61.4111,5177.4
15Z,142.904,61.4369,5166.83
AK0,142.89,61.2186,5163.45
0AK5,142.733,61.3564,5147.3
MYK,142.687,61.3356,5141.96
3T4,142.518,63.125,5138.83
CYT,142.494,60.0819,5110.17
KGZ,142.381,61.455,5109.12
CKX,141.952,64.0714,5084.71
CZN,142.048,62.0711,5077.6
ORT,141.929,62.9614,5072.21
19AK,141.662,59.9689,5017.15
EAA,141.15,64.7781,5002.47
BYA,141.113,64.0783,4992
4Z5,141.181,62.0072,4981.13
YAK,139.66,59.5033,4791.82
A68,139.509,59.5517,4775.48
A70,139.233,59.4047,4743.73
A67,139.025,59.4144,4720.78
A69,138.504,59.2481,4661.73
A57,138.451,59.1992,4655.52
AK76,138.407,59.1261,4650.02
GST,135.708,58.4253,4345.73
HNS,135.524,59.2439,4331.99
SGY,135.316,59.46,4310.76
HNH,135.41,58.0961,4310.17
SIT,135.362,57.0472,4296.71
JNU,134.576,58.355,4220.04
AFE,133.91,56.9614,4135.44
7AK2,133.729,58.1344,4124.6
AKW,133.076,55.5792,4032.75
PSG,132.945,56.8017,4027.45
WRG,132.37,56.4844,3961.35
KTN,131.711,55.3542,3880.05
ANN,131.572,55.0425,3862.4
STX,64.8017,17.7016,3638.96
STT,64.9733,18.3373,3621.47
CPX,65.3044,18.3133,3584.65
VQS,65.4936,18.1348,3563.21
RVR,65.6433,18.2453,3546.85
X95,65.6619,18.308,3544.94
X63,65.8008,18.138,3529.1
PR07,65.8392,18.2019,3524.99
SJU,66.0019,18.4394,3507.49
X64,66.0194,17.9822,3504.45
SIG,66.0981,18.4568,3496.85
02PR,66.3669,18.4533,3466.99
PSE,66.5631,18.0083,3444.15
ABO,66.6756,18.4511,3432.71
PR20,66.7569,18.1802,3423.05
EPM,67.0128,44.91,3387.5
PR25,67.075,18.0125,3387.33
65B,67.0269,44.8367,3386.15
BQN,67.1294,18.4949,3382.42
ME88,67.0744,44.9917,3380.43
MAZ,67.1483,18.2557,3379.77
PR10,67.1456,18.013,3379.49
PR24,67.1708,17.9764,3376.6
ME2,67.2642,44.68,3360.27
ME06,67.3094,45.0278,3354.25
66B,67.3494,45.0333,3349.8
MVM,67.4786,44.7031,3336.42
05ME,67.5592,44.6569,3327.61
PNN,67.5644,45.2006,3325.46
HUL,67.7919,46.1231,3297.44
ME00,67.8475,46.7658,3289.23
ME16,67.8858,46.9506,3284.39
43B,67.9908,44.7264,3279.53
ME67,67.9658,47.1275,3274.94
17ME,67.9917,47.2025,3271.82
CAR,68.0178,46.8714,3270.01
PQI,68.0447,46.6889,3267.62
55ME,68.1383,44.3181,3264.3
BHB,68.3617,44.4497,3239.16
FVE,68.3128,47.2856,3235.95
ME5,68.4281,44.1653,3232.57
ME25,68.3919,47.1661,3227.58
ME05,68.4711,46.75,3220.15
LRG,68.5347,45.3622,3217.36
07B,68.5697,44.4481,3216.08
93B,68.6803,44.1733,3204.57
OLD,68.6744,44.9525,3203.05
MLT,68.6856,45.6478,3199.78
0B2,68.7678,44.7639,3193.23
ME55,68.8189,44.0736,3189.46
BGR,68.8281,44.8075,3186.42
ME41,68.8764,44.1525,3182.87
35ME,68.8933,43.8711,3181.74
57B,68.9106,44.3025,3178.67
ME74,68.9814,44.7494,3169.58
BST,69.0119,44.4094,3167.14
ME35,69.0072,44.9314,3166.2
ME03,69.0508,45.3361,3160.2
14ME,69.0703,44.7925,3159.6
RKD,69.0992,44.06,3158.4
ME14,69.1231,44.2306,3155.29
12ME,69.2072,44.3222,3145.71
ME68,69.2383,44.82,3140.88
1B0,69.2369,45.0042,3140.52
44B,69.2447,45.1775,3139.16
ME32,69.2586,45.0903,3137.87
ME94,69.2911,44.2167,3136.69
ME79,69.3467,45.3056,3127.48
2B7,69.3744,44.7686,3125.93
ME34,69.4286,44.1736,3121.55
ME47,69.4564,44.8544,3116.6
18ME,69.4953,43.8936,3114.89
ME62,69.4731,44.8097,3114.87
ME70,69.4792,45.0375,3113.55
3B1,69.5517,45.4631,3104.29
ME19,69.5222,46.6161,3104.07
ME20,69.6239,44.5992,3098.73
WVL,69.6756,44.5333,3093.18
IWI,69.7125,43.9614,3090.62
AUG,69.7972,44.3206,3080.27
ME60,69.8178,44.4683,3077.58
ME22,69.8067,45.6711,3075.41
13ME,69.8094,45.7764,3074.8
OWK,69.8664,44.7156,3071.51
08B,69.8872,44,3071.14
ME08,69.8689,45.0403,3070.33
04ME,69.8939,44.6667,3068.6
NHZ,69.9386,43.8922,3065.71
CQX,69.9894,41.6883,3065.36
ME36,69.9525,44.5092,3062.53
ACK,70.0603,41.2531,3058.42
ME33,70.0131,43.7786,3057.74
ME6,70.0189,44.1744,3056.07
ME69,70.0644,44.0689,3051.3
ME39,70.1325,44.2353,3043.3
ME75,70.1414,43.9539,3043.06
B10,70.1461,44.41,3041.33
UIL,124.562,47.9367,3040.64
PVC,70.2214,42.0719,3038.75
MA72,70.2606,41.2975,3036.09
15ME,70.2292,43.8153,3033.68
HYA,70.2803,41.6694,3033.11
ME92,70.2222,44.5167,3032.6
3B5,70.2328,44.1889,3032.3
MA55,70.2994,41.3347,3031.7
B21,70.2164,45.0853,3031.67
LEW,70.2836,44.0483,3027.04
59B,70.2489,45.6328,3026.5
PWM,70.3092,43.6461,3025.24
54ME,70.3203,43.9494,3023.22
S18,124.396,47.9378,3022.19
2B1,70.4022,41.6853,3019.54
ME26,70.3631,43.6681,3019.2
08ME,70.3453,44.8142,3018.13
11S,124.314,48.2661,3014.97
ME45,70.4322,43.4056,3012.2
3S2,70.4067,44.5142,3012.14
5S6,124.517,42.8578,3011.16
ME46,70.4467,43.4122,3010.57
24ME,70.4428,43.8222,3009.96
ME44,70.4461,44.2889,3008.38
B19,70.4725,43.4642,3007.58
1B2,70.5244,41.3583,3006.67
FMH,70.5214,41.6586,3006.37
81B,70.4814,44.1575,3004.81
ME91,70.4956,43.675,3004.48
5B6,70.5403,41.5856,3004.42
98ME,70.5189,43.5758,3002.15
MA44,70.5703,41.4417,3001.4
S05,124.408,43.0864,2999.92
4S1,124.425,42.4153,2999.13
90ME,70.5456,44.5231,2996.71
MVY,70.6144,41.3931,2996.61
S16,124.185,47.1247,2994.35
71ME,70.6011,43.9669,2992.03
ME17,70.5881,44.6603,2991.63
5WA8,124.146,47.0428,2989.6
W04,124.144,47.0036,2989.18
03ME,70.6272,44.0842,2988.83
GHG,70.6722,42.0983,2988.66
63B,70.6725,43.7631,2984.64
14S,124.101,46.8969,2983.84
OTH,124.247,43.4169,2983.45
BOK,124.29,42.0744,2982.83
PYM,70.7289,41.9089,2982.79
8B0,70.6647,44.9919,2982.22
SFM,70.7081,43.3939,2981.62
43IG,124.073,46.8017,2980.27
11MA,70.7583,41.8072,2979.75
1OR0,124.203,43.4831,2978.84
9S3,124.18,43.5831,2976.77
CEC,124.237,41.7803,2975.8
3B4,70.7722,43.1431,2975.12
MA63,70.7981,42.0739,2974.74
WN88,124.032,46.5192,2974.29
45OR,124.171,43.1547,2973.88
MA64,70.8153,42.0753,2972.83
OR42,124.161,43.1025,2972.58
6S2,124.111,43.9828,2970.86
28M,70.8381,42.025,2970.41
7W1,124.004,46.315,2970.07
R33,124.085,44.3844,2969.73
PSM,70.8233,43.0781,2969.61
O33,124.212,40.7808,2969.52
7B3,70.8286,42.9625,2969.3
2B2,70.8394,42.7953,2968.5
0B1,70.81,44.4253,2967.66
ONP,124.058,44.5803,2967.61
MA36,70.8531,42.6664,2967.28
HQM,123.937,46.9711,2966.05
S45,124.029,44.8769,2965.75
